ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name,Glottolog_Name
492_Noone_noon1243,Noone,Africa,6.37256,10.5707,noon1243,nhu,atla1278,Atlantic-Congo,Noone
493_Niellim_niel1243,Niellim,Africa,9.70362,17.81346,niel1243,nie,atla1278,Atlantic-Congo,Niellim
494_Nganasan_ngan1291,Nganasan,Eurasia,73.1354,86.2106,ngan1291,nio,ural1272,Uralic,Nganasan
495_Nimboran_nucl1633,Nimboran,Papunesia,-2.5803,140.179,nucl1633,nir,nimb1257,Nimboranic,Nimboran
496_Nivkh_gily1242,Amur Nivkh,Eurasia,52.59,140.681,gily1242,niv,nivk1234,Nivkh,Amur Nivkh
497_Ao_Naga_aona1235,Ao Naga,Eurasia,26.3241,94.3824,aona1235,njo,sino1245,Sino-Tibetan,Ao Naga
498_Northeast_Maidu_nort2952,Northeast Maidu,North America,40.4102,-120.645,nort2952,nmu,maid1262,Maiduan,Northeast Maidu
499_Norwegian_Bokmal_norw1259,Norwegian Bokmål,Eurasia,61.112,8.886,norw1259,nob,indo1319,Indo-European,Norwegian Bokmål
500_Nuuchahnulth_nuuc1236,Nuu-chah-nulth,North America,49.67,-126.67,nuuc1236,nuk,waka1280,Wakashan,Nuu-chah-nulth
501_Nara_nara1262,Nara,Africa,15.3251,37.499,nara1262,nrb,,,Nara
502_Nung_Viet_Nam_nung1283,Nung (Viet Nam),Eurasia,20.8965,104.286,nung1283,nut,taik1256,Tai-Kadai,Nung (Viet Nam)
503_Wubuy_nung1290,Wubuy,Australia,-14.2623,135.753,nung1290,nuy,gunw1250,Gunwinyguan,Wubuy
504_Ama_Sudan_amas1236,Ama (Sudan),Africa,12.0993,29.4332,amas1236,nyi,nyim1244,Nyimang,Ama (Sudan)
505_Nyangi_nyan1313,Nyang'i,Africa,3.4997,33.73651,nyan1313,nyp,kuli1252,Kuliak,Nyang'i
506_Ocaina_ocai1244,Ocaina,South America,-2.159,-72.1422,ocai1244,oca,huit1251,Huitotoan,Ocaina
507_Ogbia_ogbi1239,Ogbia,Africa,4.75352,6.34034,ogbi1239,ogb,atla1278,Atlantic-Congo,Ogbia
508_Eastern_Ojibwa_east2542,Eastern Ojibwa,North America,45.0112,-79.7503,east2542,ojg,algi1248,Algic,Eastern Ojibwa
509_Tohono_Oodham_toho1245,Tohono O'odham,North America,31.7973,-111.995,toho1245,ood,utoa1244,Uto-Aztecan,Tohono O'odham
510_Ormuri_ormu1247,Ormuri,Eurasia,32.6819,69.3444,ormu1247,oru,indo1319,Indo-European,Ormuri
511_Pacoh_paco1243,Pacoh,Eurasia,16.3353,107.094,paco1243,pac,aust1305,Austroasiatic,Pacoh
512_Pech_pech1241,Pech,North America,15.8033,-85.558,pech1241,pay,chib1249,Chibchan,Pech
513_Paez_paez1247,Páez,South America,2.61516,-76.31254,paez1247,pbb,,,Páez
514_Panare_enap1235,Panare,South America,6.95035,-65.8483,enap1235,pbh,cari1283,Cariban,Panare
515_Bouyei_bouy1240,Bouyei,Eurasia,24.8484,106.187,bouy1240,pcc,taik1256,Tai-Kadai,Bouyei
516_Western_Farsi_west2369,Western Farsi,Eurasia,32.9,53.3,west2369,pes,indo1319,Indo-European,Western Farsi
517_Plateau_Malagasy_plat1254,Plateau Malagasy,Africa,-19.5907,47.1211,plat1254,plt,aust1307,Austronesian,Plateau Malagasy
518_Southeastern_Pomo_sout2982,Southeastern Pomo,North America,38.9354,-122.599,sout2982,pom,pomo1273,Pomoan,Southeastern Pomo
519_Pohnpeian_pohn1238,Pohnpeian,Papunesia,6.87212,158.223,pohn1238,pon,aust1307,Austronesian,Pohnpeian
520_South_Wa_para1301,South Wa,Eurasia,22.8658,99.375,para1301,prk,aust1305,Austroasiatic,South Wa
521_Central_Pashto_cent1973,Central Pashto,Eurasia,31.9153,69.4529,cent1973,pst,indo1319,Indo-European,Central Pashto
522_Paiwan_paiw1248,Paiwan,Papunesia,22.3271,120.806,paiw1248,pwn,aust1307,Austronesian,Paiwan
523_Pwo_Northern_Karen_pwon1235,Pwo Northern Karen,Eurasia,18.016,98.2709,pwon1235,pww,sino1245,Sino-Tibetan,Pwo Northern Karen
524_South_Bolivian_Quechua_sout2991,South Bolivian Quechua,South America,-20.9201,-66.3331,sout2991,quh,quec1387,Quechuan,South Bolivian Quechua
525_Quileute_quil1240,Quileute,North America,47.9106,-124.603,quil1240,qui,chim1311,Chimakuan,Quileute
526_Resigaro_resi1247,Resígaro,South America,-1.169535,-71.60524,resi1247,rgr,araw1281,Arawakan,Resígaro
527_Romanian_roma1327,Romanian,Eurasia,46.3913,24.2256,roma1327,ron,indo1319,Indo-European,Romanian
528_Rotokas_roto1249,Rotokas,Papunesia,-5.94339,155.154,roto1249,roo,nort2933,North Bougainville,Rotokas
529_Waima_waim1251,Waima,Papunesia,-8.67145,146.544,waim1251,rro,aust1307,Austronesian,Waima
530_Russian_russ1263,Russian,Eurasia,59.0,50.0,russ1263,rus,indo1319,Indo-European,Russian
531_Rutul_rutu1240,Rutul,Eurasia,41.6187,47.3244,rutu1240,rut,nakh1245,Nakh-Daghestanian,Rutul
532_Sandawe_sand1273,Sandawe,Africa,-5.26918,35.4808,sand1273,sad,,,Sandawe
533_Sango_sang1328,Sango,Africa,6.78584,20.1702,sang1328,sag,atla1278,Atlantic-Congo,Sango
534_Sakha_yaku1245,Sakha,Eurasia,61.6974,133.98,yaku1245,sah,turk1311,Turkic,Sakha
535_Sedang_seda1262,Sedang,Eurasia,14.7793,108.027,seda1262,sed,aust1305,Austroasiatic,Sedang
536_Seneca_sene1264,Seneca,North America,42.56,-77.53,sene1264,see,iroq1247,Iroquoian,Seneca
537_Cebaara_Senoufo_ceba1235,Senari,Africa,9.50768,-6.15264,ceba1235,sef,atla1278,Atlantic-Congo,Senari
538_Selkup_selk1253,Selkup,Eurasia,59.9409,82.3004,selk1253,sel,ural1272,Uralic,Selkup
539_Koyraboro_Senni_Songhai_koyr1242,Koyraboro Senni Songhai,Africa,16.9634,-0.55187,koyr1242,ses,song1307,Songhay,Koyraboro Senni Songhai
540_Sentani_nucl1632,Sentani,Papunesia,-2.6013,140.512,nucl1632,set,sent1261,Sentanic,Sentani
541_Ninam_nina1238,Ninam,South America,4.03894,-62.7801,nina1238,shb,yano1268,Yanomamic,Ninam
542_Tachelhit_tach1250,Tachelhit,Africa,29.7854,-7.77879,tach1250,shi,afro1255,Afro-Asiatic,Tachelhit
543_Shuswap_shus1248,Shuswap,North America,50.8734,-119.667,shus1248,shs,sali1255,Salishan,Shuswap
544_Shasta_shas1239,Shasta,North America,41.7587,-122.738,shas1239,sht,shas1238,Shastan,Shasta
545_Sinhala_sinh1246,Sinhala,Eurasia,8.0,81.0,sinh1246,sin,indo1319,Indo-European,Sinhala
546_Epena_epen1239,Epena,South America,4.25877,-77.3566,epen1239,sja,choc1280,Chocoan,Epena
547_Southern_Sierra_Miwok_sout2985,Southern Sierra Miwok,North America,38.2363,-120.507,sout2985,skd,miwo1274,Miwok-Costanoan,Southern Sierra Miwok
548_Saliba_sali1298,Sáliba,South America,5.30115,-69.3843,sali1298,slc,jodi1234,Jodi-Saliban,Sáliba
549_South_Saami_sout2674,South Saami,Eurasia,62.8801,13.7006,sout2674,sma,ural1272,Uralic,South Saami
550_SionaTetete_sion1247,Siona-Tetete,South America,0.31733,-76.0237,sion1247,snn,tuca1253,Tucanoan,Siona-Tetete
551_Saban_saba1265,Sa'ban,Papunesia,3.58723,115.664,saba1265,snv,aust1307,Austronesian,Sa'ban
552_Somali_soma1255,Somali,Africa,4.778704,45.152856,soma1255,som,afro1255,Afro-Asiatic,Somali
553_Spanish_stan1288,Spanish,Eurasia,40.4414,-1.11788,stan1288,spa,indo1319,Indo-European,Spanish
554_Selepet_sele1250,Selepet,Papunesia,-6.03532,147.234,sele1250,spl,nucl1709,Nuclear Trans New Guinea,Selepet
555_Soqotri_soqo1240,Soqotri,Eurasia,12.4892,53.9168,soqo1240,sqt,afro1255,Afro-Asiatic,Soqotri
556_Siriono_siri1273,Sirionó,South America,-15.5298,-63.9688,siri1273,srq,tupi1275,Tupian,Sirionó
557_Natugu_natu1246,Natügu,Papunesia,-10.6771,165.835,natu1246,ntu,aust1307,Austronesian,Natügu
558_Suena_suen1241,Suena,Papunesia,-7.76339,147.534,suen1241,sue,nucl1709,Nuclear Trans New Guinea,Suena
559_Savosavo_savo1255,Savosavo,Papunesia,-9.12853,159.814,savo1255,svs,,,Savosavo
560_Sui_suii1243,Sui,Eurasia,24.0488,106.563,suii1243,swi,taik1256,Tai-Kadai,Sui
561_Eastern_Tamang_east2347,Eastern Tamang,Eurasia,27.3239,87.0832,east2347,taj,sino1245,Sino-Tibetan,Eastern Tamang
562_Atayal_atay1247,Atayal,Papunesia,24.5209,121.388,atay1247,tay,aust1307,Austronesian,Atayal
563_Aikana_aika1237,Aikanã,South America,-12.6695,-60.5353,aika1237,tba,,,Aikanã
564_Gaam_gaam1241,Gaam,Africa,11.4674,33.9797,gaam1241,tbi,east2386,Eastern Jebel,Gaam
565_Ticuna_ticu1245,Ticuna,South America,-3.66289,-69.8723,ticu1245,tca,ticu1244,Ticuna-Yuri,Ticuna
566_Tulu_tulu1258,Tulu,Eurasia,12.8114,75.2651,tulu1258,tcy,drav1251,Dravidian,Tulu
567_Tehuelche_tehu1242,Tehuelche,South America,-47.5796,-68.3235,tehu1242,teh,chon1288,Chonan,Tehuelche
568_Telugu_telu1262,Telugu,Eurasia,16.4529,78.7024,telu1262,tel,drav1251,Dravidian,Telugu
569_Timne_timn1235,Timne,Africa,8.90294,-12.3331,timn1235,tem,atla1278,Atlantic-Congo,Timne
570_Temein_nucl1339,Temein,Africa,11.8275,29.3898,nucl1339,teq,teme1251,Temeinic,Temein
571_Tetum_tetu1245,Tetum,Papunesia,-9.11217,125.528,tetu1245,tet,aust1307,Austronesian,Tetum
572_Tigak_tiga1245,Tigak,Papunesia,-2.70951,150.893,tiga1245,tgc,aust1307,Austronesian,Tigak
573_Tagalog_taga1270,Tagalog,Papunesia,14.06,121.747,taga1270,tgl,aust1307,Austronesian,Tagalog
574_Thai_thai1261,Thai,Eurasia,14.192,100.671,thai1261,tha,taik1256,Tai-Kadai,Thai
575_Tahaggart_Tamahaq_taha1241,Tahaggart Tamahaq,Africa,22.5908,8.73169,taha1241,thv,afro1255,Afro-Asiatic,Tahaggart Tamahaq
576_Tigre_tigr1270,Tigre,Africa,17.3494,38.2233,tigr1270,tig,afro1255,Afro-Asiatic,Tigre
577_Tiwi_tiwi1244,Tiwi,Australia,-11.6308,130.949,tiwi1244,tiw,,,Tiwi
578_Tiruray_tiru1241,Tiruray,Papunesia,6.77321,124.127,tiru1241,tiy,aust1307,Austronesian,Tiruray
579_Tlingit_tlin1245,Tlingit,North America,59.4447,-135.29,tlin1245,tli,atha1245,Athabaskan-Eyak-Tlingit,Tlingit
580_TasomiTata_talo1250,Tasomi-Tata,Africa,10.6453,30.4815,talo1250,tlo,narr1279,Narrow Talodi,Tasomi-Tata
581_Tama_Chad_tama1331,Tama (Chad),Africa,14.332,21.9951,tama1331,tma,tama1329,Tamaic,Tama (Chad)
582_Tamnim_Citak_tamn1235,Tamnim Citak,Papunesia,-5.57962,139.233,tamn1235,tml,nucl1709,Nuclear Trans New Guinea,Tamnim Citak
583_Tacana_taca1256,Tacana,South America,-13.39249,-68.04056,taca1256,tna,pano1259,Pano-Tacanan,Tacana
584_Lenakel_lena1238,Lenakel,Papunesia,-19.4763,169.261,lena1238,tnl,aust1307,Austronesian,Lenakel
585_Papantla_Totonac_papa1238,Papantla Totonac,North America,20.5671,-97.2554,papa1238,top,toto1251,Totonacan,Papantla Totonac
586_Tampulma_tamp1252,Tampulma,Africa,9.75577,-1.35467,tamp1252,tpm,atla1278,Atlantic-Congo,Tampulma
587_Acatepec_Mephaa_acat1239,Acatepec Me'phaa,North America,17.1034,-99.0602,acat1239,tpx,otom1299,Otomanguean,Acatepec Me'phaa
588_Trumai_trum1247,Trumai,South America,-11.8119,-53.5717,trum1247,tpy,,,Trumai
589_Toaripi_toar1246,Toaripi,Papunesia,-8.07231,146.206,toar1246,tqo,nucl1580,Eleman,Toaripi
590_Tonkawa_tonk1249,Tonkawa,North America,30.25,-96.75,tonk1249,tqw,,,Tonkawa
591_Lishan_Didan_lish1246,Lishán Didán,Eurasia,36.23,44.37,lish1246,trg,afro1255,Afro-Asiatic,Lishán Didán
592_SouthernCoastal_Tsimshian_nucl1649,Southern-Coastal Tsimshian,North America,52.59103,-128.544545,nucl1649,tsi,tsim1258,Tsimshian,Southern-Coastal Tsimshian
593_Tsou_tsou1248,Tsou,Papunesia,23.216,120.787,tsou1248,tsu,aust1307,Austronesian,Tsou
594_Purepecha_pure1242,Purepecha,North America,19.2467,-101.631,pure1242,tsz,tara1323,Tarascan,Purepecha
595_Tera_tera1251,Tera,Africa,11.0376,11.80953,tera1251,ttr,afro1255,Afro-Asiatic,Tera
596_Tunica_tuni1252,Tunica,North America,30.9888,-92.5403,tuni1252,tun,,,Tunica
597_Turkish_nucl1301,Turkish,Eurasia,39.8667,32.8667,nucl1301,tur,turk1311,Turkic,Turkish
598_Taos_Northern_Tiwa_nort1550,Taos Northern Tiwa,North America,36.4277,-105.604,nort1550,twf,kiow1265,Kiowa-Tanoan,Taos Northern Tiwa
599_Tuvinian_tuvi1240,Tuvinian,Eurasia,51.7,94.36667,tuvi1240,tyv,turk1311,Turkic,Tuvinian
600_Tzeltal_tzel1254,Tzeltal,North America,16.6384,-92.2786,tzel1254,tzh,maya1287,Mayan,Tzeltal
601_Ngarinyin_ngar1284,Ngarinyin,Australia,-16.4006,126.433,ngar1284,ung,worr1236,Worrorran,Ngarinyin
602_Mundari_mund1320,Mundari,Eurasia,23.03,85.85,mund1320,unr,aust1305,Austroasiatic,Mundari
603_Northern_Uzbek_nort2690,Northern Uzbek,Eurasia,40.886,69.211,nort2690,uzn,turk1311,Turkic,Northern Uzbek
604_Vanimo_vani1248,Vanimo,Papunesia,-2.68501,141.258,vani1248,vam,skoo1245,Sko,Vanimo
605_Vietnamese_viet1252,Vietnamese,Eurasia,20.681188,105.774071,viet1252,vie,aust1305,Austroasiatic,Vietnamese
606_Mbabaram_mbab1239,Mbabaram,Australia,-20.1389,143.438,mbab1239,vmb,pama1250,Pama-Nyungan,Mbabaram
607_Wappo_wapp1239,Wappo,North America,38.25,-122.5,wapp1239,wao,yuki1242,Yuki-Wappo,Wappo
608_Wapishana_wapi1253,Wapishana,South America,2.58744,-59.8021,wapi1253,wap,araw1281,Arawakan,Wapishana
609_Warao_wara1303,Warao,South America,7.50851,-59.3528,wara1303,wba,,,Warao
610_Wahgi_nucl1620,Wahgi,Papunesia,-6.11629,144.665,nucl1620,wgi,nucl1709,Nuclear Trans New Guinea,Wahgi
611_Wichita_wich1260,Wichita,North America,35.0665,-98.1831,wich1260,wic,cadd1255,Caddoan,Wichita
612_WikMungkan_wikm1247,Wik-Mungkan,Australia,-13.98051,141.81611,wikm1247,wim,pama1250,Pama-Nyungan,Wik-Mungkan
613_Wintu_wint1259,Wintu,North America,39.7176,-122.445,wint1259,wit,wint1258,Wintuan,Wintu
614_Wiyot_wiyo1248,Wiyot,North America,39.2492,-122.952,wiyo1248,wiy,algi1248,Algic,Wiyot
615_Wantoat_want1252,Wantoat,Papunesia,-6.15216,146.513,want1252,wnc,nucl1709,Nuclear Trans New Guinea,Wantoat
616_Usan_usan1239,Usan,Papunesia,-4.84265,145.362,usan1239,wnu,nucl1709,Nuclear Trans New Guinea,Usan
617_Kamang_kama1365,Kamang,Papunesia,-8.26897,124.792,kama1365,woi,timo1261,Timor-Alor-Pantar,Kamang
618_Wolof_nucl1347,Wolof,Africa,15.2534,-15.383,nucl1347,wol,atla1278,Atlantic-Congo,Wolof
619_Waris_wari1266,Waris,Papunesia,-3.139,140.931,wari1266,wrs,bord1247,Border,Waris
620_Warray_wara1290,Warray,Australia,-13.0941,131.236,wara1290,wrz,gunw1250,Gunwinyguan,Warray
621_Berta_bert1248,Berta,Africa,10.6474,34.7042,bert1248,wti,,,Berta
622_Wu_Chinese_wuch1236,Wu Chinese,Eurasia,29.8621,119.682,wuch1236,wuu,sino1245,Sino-Tibetan,Wu Chinese
623_Ngiyambaa_wang1291,Ngiyambaa,Australia,-30.6481,146.18,wang1291,wyb,pama1250,Pama-Nyungan,Ngiyambaa
624_Kawaiisu_kawa1283,Kawaiisu,North America,36.0538,-118.679,kawa1283,xaw,utoa1244,Uto-Aztecan,Kawaiisu
625_Komo_Sudan_komo1258,Komo (Sudan-Ethiopia),Africa,8.94162,34.0939,komo1258,xom,koma1264,Koman,Komo (Sudan-Ethiopia)
626_Liberia_Kpelle_libe1247,Liberia Kpelle,Africa,6.92048,-9.96128,libe1247,xpe,mand1469,Mande,Liberia Kpelle
627_KatchaKadugliMiri_katc1249,Katcha-Kadugli-Miri,Africa,10.8423,29.4914,katc1249,xtc,kadu1256,Kadugli-Krongo,Katcha-Kadugli-Miri
628_Yagua_yagu1244,Yagua,South America,-3.42913,-72.2186,yagu1244,yad,peba1241,Peba-Yagua,Yagua
629_Yaqui_yaqu1251,Yaqui,North America,29.9446,-110.681,yaqu1251,yaq,utoa1244,Uto-Aztecan,Yaqui
630_Yucuna_yucu1253,Yucuna,South America,-0.76075,-71.0033,yucu1253,ycn,araw1281,Arawakan,Yucuna
631_Tarok_taro1263,Tarok,Africa,8.98356,10.0288,taro1263,yer,atla1278,Atlantic-Congo,Tarok
632_Yagaria_yaga1260,Yagaria,Papunesia,-6.32432,145.388,yaga1260,ygr,nucl1709,Nuclear Trans New Guinea,Yagaria
633_Yidin_yidi1250,Yidiñ,Australia,-17.1332,145.876,yidi1250,yii,pama1250,Pama-Nyungan,Yidiñ
634_Northern_Yukaghir_nort2745,Northern Yukaghir,Eurasia,70.498,157.853,nort2745,ykg,yuka1259,Yukaghir,Northern Yukaghir
635_Yana_yana1271,Yana,North America,39.2769,-121.608,yana1271,ynn,,,Yana
636_Yoruba_yoru1245,Yoruba,Africa,7.15345,3.67225,yoru1245,yor,atla1278,Atlantic-Congo,Yoruba
637_Yareba_yare1248,Yareba,Papunesia,-9.50651,148.605,yare1248,yrb,yare1250,Yareban,Yareba
638_Tundra_Nenets_nene1249,Tundra Nenets,Eurasia,66.1775,71.0234,nene1249,yrk,ural1272,Uralic,Tundra Nenets
639_YessanMayo_yess1239,Yessan-Mayo,Papunesia,-4.15721,142.574,yess1239,yss,sepi1257,Sepik,Yessan-Mayo
640_Yucatec_Maya_yuca1254,Yucatec Maya,North America,18.7757,-88.9567,yuca1254,yua,maya1287,Mayan,Yucatec Maya
641_Yuchi_yuch1247,Yuchi,North America,35.75,-86.75,yuch1247,yuc,,,Yuchi
642_Yue_Chinese_yuec1235,Yue Chinese,Eurasia,23.0,113.0,yuec1235,yue,sino1245,Sino-Tibetan,Yue Chinese
643_Yulu_yulu1243,Yulu,Africa,8.04124,23.6166,yulu1243,yul,cent2225,Central Sudanic,Yulu
644_Yawa_nucl1454,Yawa,Papunesia,-1.77196,136.263,nucl1454,yva,yawa1259,Yawa-Saweru,Yawa
645_Zande_zand1248,Zande,Africa,4.62047,26.7157,zand1248,zne,atla1278,Atlantic-Congo,Zande
646_Copainala_Zoque_copa1236,Copainalá Zoque,North America,17.2157,-93.3183,copa1236,zoc,mixe1284,Mixe-Zoque,Copainalá Zoque
647_Zulu_zulu1248,Zulu,Africa,-28.9,30.2,zulu1248,zul,atla1278,Atlantic-Congo,Zulu
648_Zuni_zuni1245,Zuni,North America,35.0056,-108.782,zuni1245,zun,,,Zuni
649_Abidji_abid1235,Abidji,Africa,5.65656,-4.58421,abid1235,abi,atla1278,Atlantic-Congo,Abidji
650_Adioukrou_adio1239,Adioukrou,Africa,5.38228,-4.52522,adio1239,adj,atla1278,Atlantic-Congo,Adioukrou
651_Aja_Benin_ajab1235,Aja (Benin),Africa,7.06634,1.64992,ajab1235,ajg,atla1278,Atlantic-Congo,Aja (Benin)
652_Aja_Benin_ajab1235,Aja (Benin),Africa,7.06634,1.64992,ajab1235,ajg,atla1278,Atlantic-Congo,Aja (Benin)
653_Anyin_Morofo_anyi1244,Anyin Morofo,Africa,6.1627,-4.64232,anyi1244,mtb,atla1278,Atlantic-Congo,Anyin Morofo
654_Igo_igoo1238,Igo,Africa,7.25499,0.67846,igoo1238,ahl,atla1278,Atlantic-Congo,Igo
655_Akan_akan1250,Akan,Africa,6.34756,-1.33254,akan1250,aka,atla1278,Atlantic-Congo,Akan
656_Akoose_akoo1248,Akoose,Africa,4.9243,9.65522,akoo1248,bss,atla1278,Atlantic-Congo,Akoose
657_Ngas_ngas1240,Ngas,Africa,9.32042,9.46146,ngas1240,anc,afro1255,Afro-Asiatic,Ngas
658_Anufo_anuf1239,Anufo,Africa,10.2839,0.56021,anuf1239,cko,atla1278,Atlantic-Congo,Anufo
659_Sudanese_Arabic_suda1236,Sudanese Arabic,Africa,17.8021,33.3179,suda1236,apd,afro1255,Afro-Asiatic,Sudanese Arabic
660_Avokaya_avok1242,Avokaya,Africa,4.38639,29.9379,avok1242,avu,cent2225,Central Sudanic,Avokaya
661_Vengo_veng1238,Vengo,Africa,6.11403,10.4137,veng1238,bav,atla1278,Atlantic-Congo,Vengo
662_Bafut_bafu1246,Bafut,Africa,6.14153,10.1194,bafu1246,bfd,atla1278,Atlantic-Congo,Bafut
663_Baka_Cameroon_baka1272,Baka (Cameroon),Africa,2.16013,13.7804,baka1272,bkc,atla1278,Atlantic-Congo,Baka (Cameroon)
664_Bambara_bamb1269,Bambara,Africa,12.9,-7.65,bamb1269,bam,mand1469,Mande,Bambara
665_BandaNdele_band1345,Banda-Ndélé,Africa,8.03339,23.9021,band1345,bfl,atla1278,Atlantic-Congo,Banda-Ndélé
666_BandaNdele_band1345,Banda-Ndélé,Africa,8.03339,23.9021,band1345,bfl,atla1278,Atlantic-Congo,Banda-Ndélé
667_Bandi_band1352,Bandi,Africa,7.73729,-10.1684,band1352,bza,mand1469,Mande,Bandi
668_Baoule_baou1238,Baoulé,Africa,5.42509,-4.76565,baou1238,bci,atla1278,Atlantic-Congo,Baoulé
669_Baatonum_baat1238,Baatonum,Africa,9.63186,2.99607,baat1238,bba,atla1278,Atlantic-Congo,Baatonum
670_Basa_Cameroon_basa1284,Basa (Cameroon),Africa,3.80765,10.4213,basa1284,bas,atla1278,Atlantic-Congo,Basa (Cameroon)
671_Bassa_nucl1418,Bassa,Africa,7.27501,-11.543,nucl1418,bsq,atla1278,Atlantic-Congo,Bassa
672_Ntcham_ntch1242,Ntcham,Africa,9.23971,0.599275,ntch1242,bud,atla1278,Atlantic-Congo,Ntcham
673_Gagnoa_Bete_gagn1235,Gagnoa Bété,Africa,6.10051,-5.9701,gagn1235,btg,atla1278,Atlantic-Congo,Gagnoa Bété
674_Bekwarra_bekw1241,Bekwarra,Africa,6.73737,8.86489,bekw1241,bkv,atla1278,Atlantic-Congo,Bekwarra
675_Berom_bero1242,Berom,Africa,9.67037,8.81221,bero1242,bom,atla1278,Atlantic-Congo,Berom
676_Beng_beng1286,Beng,Africa,7.78122,-4.23539,beng1286,nhb,mand1469,Mande,Beng
677_Bhele_bhel1238,Bhele,Africa,0.24553,28.6681,bhel1238,bhy,atla1278,Atlantic-Congo,Bhele
678_Biali_bial1238,Biali,Africa,11.0382,1.08259,bial1238,beh,atla1278,Atlantic-Congo,Biali
679_Bimoba_bimo1239,Bimoba,Africa,10.4575,0.06121,bimo1239,bim,atla1278,Atlantic-Congo,Bimoba
680_Bissa_biss1248,Bissa,Africa,10.4257,-1.67332,biss1248,bib,mand1469,Mande,Bissa
681_Northern_Bobo_Madare_nort2819,Northern Bobo Madaré,Africa,12.4182,-4.47538,nort2819,bbo,mand1469,Mande,Northern Bobo Madaré
682_Boko_Benin_boko1266,Boko (Benin),Africa,10.5189,3.71771,boko1266,bqc,mand1469,Mande,Boko (Benin)
683_Hainyaxo_Bozo_hain1253,Hainyaxo Bozo,Africa,13.8734,-5.65085,hain1253,bzx,mand1469,Mande,Hainyaxo Bozo
684_Bulu_Cameroon_bulu1251,Bulu (Cameroon),Africa,3.16141,11.6365,bulu1251,bum,atla1278,Atlantic-Congo,Bulu (Cameroon)
685_Cerma_cerm1238,Cerma,Africa,10.1245,-4.94917,cerm1238,cme,atla1278,Atlantic-Congo,Cerma
686_Chumburung_chum1261,Chumburung,Africa,8.15211,-0.2755,chum1261,ncu,atla1278,Atlantic-Congo,Chumburung
687_Daba_nucl1683,Daba,Africa,10.3521,13.6318,nucl1683,dbq,afro1255,Afro-Asiatic,Daba
688_Central_Dagaare_sout2789,Central Dagaare,Africa,10.4226,-2.52265,sout2789,dga,atla1278,Atlantic-Congo,Central Dagaare
689_Northern_Dagara_nort2780,Northern Dagara,Africa,11.0441,-3.0124,nort2780,dgi,atla1278,Atlantic-Congo,Northern Dagara
690_Dagbani_dagb1246,Dagbani,Africa,9.64745,-0.43227,dagb1246,dag,atla1278,Atlantic-Congo,Dagbani
691_Dan_dann1241,Dan,Africa,7.22812,-8.24535,dann1241,daf,mand1469,Mande,Dan
692_Adangme_adan1247,Adangme,Africa,5.9437,0.13243,adan1247,ada,atla1278,Atlantic-Congo,Adangme
693_Dazaga_daza1242,Dazaga,Africa,15.7358,15.8517,daza1242,dzg,saha1256,Saharan,Dazaga
694_Luo_Kenya_and_Tanzania_luok1236,Luo (Kenya and Tanzania),Africa,-0.93296,34.4896,luok1236,luo,nilo1247,Nilotic,Luo (Kenya and Tanzania)
695_Lakota_Dida_lako1244,Lakota Dida,Africa,5.86012,-5.40633,lako1244,dic,atla1278,Atlantic-Congo,Lakota Dida
696_Dyula_dyul1238,Dyula,Africa,10.4536,-4.72007,dyul1238,dyu,mand1469,Mande,Dyula
697_Ditammari_dita1238,Ditammari,Africa,10.1614,1.18045,dita1238,tbz,atla1278,Atlantic-Congo,Ditammari
698_Doyayo_doya1240,Doyayo,Africa,8.68604,13.0768,doya1240,dow,atla1278,Atlantic-Congo,Doyayo
699_Toro_So_Dogon_toro1252,Toro So Dogon,Africa,14.40749,-3.10006,toro1252,dts,dogo1299,Dogon,Toro So Dogon
700_Duala_dual1243,Duala,Africa,4.10208,9.61877,dual1243,dua,atla1278,Atlantic-Congo,Duala
701_Duruma_duru1249,Duruma,Africa,-4.09629,39.322,duru1249,dug,atla1278,Atlantic-Congo,Duruma
702_Ebira_ebir1243,Ebira,Africa,8.15516,7.06183,ebir1243,igb,atla1278,Atlantic-Congo,Ebira
703_Ewe_ewee1241,Ewe,Africa,6.46061,0.814975,ewee1241,ewe,atla1278,Atlantic-Congo,Ewe
704_Bini_bini1246,Bini,Africa,6.40701,5.70426,bini1246,bin,atla1278,Atlantic-Congo,Bini
705_Ezaa_ezaa1238,Ezaa,Africa,,,ezaa1238,eza,atla1278,Atlantic-Congo,Ezaa
706_Ejagham_ejag1239,Ejagham,Africa,5.54442,8.90959,ejag1239,etu,atla1278,Atlantic-Congo,Ejagham
707_EmaiIulehaOra_emai1241,Emai-Iuleha-Ora,Africa,7.09089,5.84494,emai1241,ema,atla1278,Atlantic-Congo,Emai-Iuleha-Ora
708_Engenni_enge1239,Egene,Africa,5.11931,6.37339,enge1239,enn,atla1278,Atlantic-Congo,Egene
709_Ewondo_ewon1239,Ewondo,Africa,4.21141,11.93646,ewon1239,ewo,atla1278,Atlantic-Congo,Ewondo
710_Fefe_fefe1239,Fe'fe',Africa,5.18158,10.1442,fefe1239,fmp,atla1278,Atlantic-Congo,Fe'fe'
711_Fon_fonn1241,Fon,Africa,7.15484,1.66495,fonn1241,fon,atla1278,Atlantic-Congo,Fon
