ID,Name,Description,BIPA
BIPA_iu_u026Au0075,ɪu,from unrounded near-close near-front to rounded close back diphthong,ɪu
BIPA_ao_u0061u006F,ao,from unrounded open front to rounded close-mid back diphthong,ao
BIPA_g_u0262u0298,ɢʘ,voiced labial click consonant,gʘ
UNK_cc_u0063u0255,cɕ,,
UNK_kx_u006Bu203Cu0078u02BC,k‼xʼ,,
BIPA_lz_u026Eu033A,ɮ̺,voiced apical alveolar lateral fricative consonant,ɮ̺
BIPA_a_u0251u031Du02D0,ɑ̝ː,long raised unrounded open back vowel,ɑ̝ː
BIPA_oe_u0153u0330u02D0,œ̰ː,long creaky rounded open-mid front vowel,œ̰ː
BIPA_x_u0078u0349,x͉,unreleased voiceless velar fricative consonant,x̚
UNK_n_u006Eu033Au032A,n̺̪,,
BIPA_ie_u026Au025Bu02D0,ɪɛː,from unrounded near-close near-front to long unrounded open-mid front diphthong,ɪɛː
BIPA_o_u00F5u02D0,õː,long nasalized rounded close-mid back vowel,õː
BIPA_t_u0074u032Au02D0,t̪ː,long voiceless dental stop consonant,t̪ː
BIPA_u_u0075u02D0u028C,uːʌ,from long rounded close back to unrounded open-mid back diphthong,uːʌ
UNK_dz_u0257u0292,ɗʒ,,
BIPA_y_u0079u02D1,yˑ,mid-long rounded close front vowel,yˑ
UNK_w_u02BCu0077,ʼw,,
BIPA_ts_u0074u0320u0283u02C0,t̠ʃˀ,glottalized voiceless post-alveolar sibilant affricate consonant,tʃˀ
BIPA_tc_u0074u031Fu02D0u0255u031F,t̟ːɕ̟,advanced long voiceless alveolo-palatal sibilant affricate consonant,tɕ̟ː
BIPA_n_u02C0u006Eu02D0,ˀnː,pre-glottalized long voiced alveolar nasal consonant,ˀnː
BIPA_hj_u02B0u006A,ʰj,pre-aspirated voiced palatal approximant consonant,ʰj
BIPA_c_u0255u031F,ɕ̟,advanced voiceless alveolo-palatal sibilant fricative consonant,ɕ̟
BIPA_ts_u0074u0283u0027,tʃ',voiceless post-alveolar ejective sibilant affricate consonant,tʃ’
BIPA_hs_u02B0u0073u032A,ʰs̪,pre-aspirated voiceless dental sibilant fricative consonant,ʰs̪
BIPA_eu_u025Bu0303u0169,ɛ̃ũ,from nasalized unrounded open-mid front to nasalized rounded close back diphthong,ɛ̃ũ
BIPA_iae_u0069u02E4u00E6,iˤæ,from pharyngealized unrounded close front to unrounded near-open front diphthong,iˤæ
BIPA_tx_u0074u032Au0078,t̪x,with-uvular-release voiceless dental stop consonant,t̪ʶ
BIPA_gh_u0261u02B1,ɡʱ,breathy voiced velar stop consonant,gʱ
BIPA_r_u0072u0330,r̰,creaky voiced alveolar trill consonant,r̰
BIPA_nts_u006Eu0074u0073u02BC,ntsʼ,from voiced alveolar nasal to voiceless alveolar ejective sibilant affricate cluster,ntsʼ
BIPA_tsh_u0074u0073u0266,tsɦ,breathy voiceless alveolar sibilant affricate consonant,tsʱ
BIPA_nts_u006Eu0320u0074u0320u0283u02BC,n̠t̠ʃʼ,from retracted voiced alveolar nasal to voiceless post-alveolar ejective sibilant affricate cluster,n̠tʃʼ
BIPA_ng_u0294u014Bu01C0,ʔŋǀ,pre-glottalized voiced dental nasal-click consonant,ˀŋǀ
BIPA_dz_u0064u0325u0292u030A,d̥ʒ̊,devoiced voiced alveolar affricate consonant,dʒ̊
UNK_w_u0077u0259u0303,wə̃,,
BIPA_oee_u0153u031Eu025Bu031E,œ̞ɛ̞,from lowered rounded open-mid front to lowered unrounded open-mid front diphthong,œ̞ɛ̞
BIPA_xw_u0078u02B7u02BC,xʷʼ,labialized voiceless velar ejective fricative consonant,x’ʷ
BIPA_e_u1EBDu031Eu02D0,ẽ̞ː,long nasalized unrounded mid front vowel,ẽ̞ː
BIPA_dz_u0064u0325u0291u0325,d̥ʑ̥,devoiced voiced alveolo-palatal sibilant affricate consonant,dʑ̥
BIPA_nj_u0272u0324u025Fu0324,ɲ̤ɟ̤,pre-nasalized breathy voiced palatal stop consonant,ⁿɟʱ
BIPA_kl_u006Bu029Fu0325u02BC,kʟ̥ʼ,voiceless velar ejective lateral affricate consonant,kʟ̥ʼ
BIPA_kgh_u006Bu01C0u0353u02E0u02B0,kǀ͓ˠʰ,with-friction velarized aspirated voiceless dental click consonant,ǀˠʰ͓
BIPA_o_u006Fu02D1,oˑ,mid-long rounded close-mid back vowel,oˑ
BIPA_hn_u02B1u006E,ʱn,pre-breathy-aspirated voiced alveolar nasal consonant,ʱn
UNK_ns_u006Eu0283,nʃ,,
BIPA_w_u026F,ɯ,unrounded close back vowel,ɯ
BIPA_i_u0259u0069u032F,əi̯,from unrounded mid central to non-syllabic unrounded close front diphthong,əi̯
BIPA_kx_u006Bu01C1u0078u02BC,kǁxʼ,from voiceless lateral click to voiceless velar ejective fricative cluster,ǁxʼ
BIPA_ou_u006Fu028A,oʊ,from rounded close-mid back to rounded near-close near-back diphthong,oʊ
BIPA_ue_u028Au0065,ʊe,from rounded near-close near-back to unrounded close-mid front diphthong,ʊe
BIPA_e_u0065u02D0,eː,long unrounded close-mid front vowel,eː
BIPA_cn_u0063u0272,cɲ,with-nasal-release voiceless palatal stop consonant,cⁿ
BIPA_oi_u006Fu026Au032F,oɪ̯,from rounded close-mid back to non-syllabic unrounded near-close near-front diphthong,oɪ̯
BIPA_or_u006Fu02DE,o˞,rhotacized rounded close-mid back vowel,o˞
BIPA_rh_u027Du0324u02B1,ɽ̤ʱ,breathy voiced retroflex tap consonant,ɽʱ
BIPA_kph_u006Bu0070u02B0,kpʰ,aspirated voiceless velar-and-bilabial stop consonant,kpʰ
BIPA_ngh_u014Bu0325u01C0u0353u02B0,ŋ̥ǀ͓ʰ,with-friction pre-nasalized aspirated voiceless dental click consonant,ⁿǀʰ͓
UNK_kh_u006Bu203Cu02B0u02BC,k‼ʰʼ,,
BIPA_t_u0074u02E4,tˤ,pharyngealized voiceless alveolar stop consonant,tˤ
BIPA_i_u0129u032F,ĩ̯,non-syllabic nasalized unrounded close front vowel,ĩ̯
UNK_s_u02BCu0073,ʼs,,
BIPA_n_u006Eu032Au0325,n̪̥,devoiced voiced dental nasal consonant,n̪̥
BIPA_s_u0073u02C0,sˀ,glottalized voiceless alveolar sibilant fricative consonant,sˀ
BIPA_u_u0075u031C,u̜,less-rounded rounded close back vowel,u̜
BIPA_ar_u0251u02DE,ɑ˞,rhotacized unrounded open back vowel,ɑ˞
BIPA_dh_u0064u02B0,dʰ,breathy voiced alveolar stop consonant,dʱ
BIPA_hj_u02B0u025F,ʰɟ,pre-aspirated voiced palatal stop consonant,ʰɟ
BIPA_ei_u0065u0069,ei,from unrounded close-mid front to unrounded close front diphthong,ei
BIPA_fr_u0066u027E,fɾ,with-trilled-release voiceless labio-dental fricative consonant,fʳ
BIPA_dzh_u0064u0291u02B0,dʑʰ,aspirated voiced alveolo-palatal sibilant affricate consonant,dʑʰ
BIPA_tsh_u0288u0282u02B0,ʈʂʰ,aspirated voiceless retroflex sibilant affricate consonant,ʈʂʰ
BIPA_o_u006Fu0324,o̤,breathy rounded close-mid back vowel,o̤
BIPA_ue_u0075u032Fu0065,u̯e,from non-syllabic rounded close back to unrounded close-mid front diphthong,u̯e
BIPA_tshwj_u0074u032Au0073u032Au02B0u02B7u02B2,t̪s̪ʰʷʲ,palatalized labialized aspirated voiceless dental sibilant affricate consonant,ts̪ʲʷʰ
BIPA_dz_u0064u0324u007Au0324,d̤z̤,breathy voiced alveolar sibilant affricate consonant,dzʱ
BIPA_l_u006Cu032A,l̪,voiced dental lateral approximant consonant,l̪
BIPA_c_u00E7u02D0,çː,long voiceless palatal sibilant fricative consonant,çː
BIPA_o_u00F6u031E,ö̞,centralized rounded mid back vowel,ö̞
UNK_hy_u0068u0079,hy,,
BIPA_o_u0275u0306,ɵ̆,ultra-short rounded close-mid central vowel,ɵ̆
BIPA_ht_u02B0u0074,ʰt,pre-aspirated voiceless alveolar stop consonant,ʰt
BIPA_ie_u0069u025C,iɜ,from unrounded close front to unrounded open-mid central diphthong,iɜ
BIPA_ie_u0069u02D0u025B,iːɛ,from long unrounded close front to unrounded open-mid front diphthong,iːɛ
BIPA_w_u0077u0324,w̤,breathy voiced labio-velar approximant consonant,wʱ
BIPA_s_u0283u031Eu02BC,ʃ̞ʼ,lowered voiceless post-alveolar ejective sibilant fricative consonant,ʃ̞’
UNK_jo_u006Au0254,jɔ,,
BIPA_gkx_u0261u02BCu006Bu0078u02BC,ɡʼkxʼ,from voiced velar ejective stop to voiceless velar ejective affricate cluster,g’kx’
BIPA_hw_u02B0u0077,ʰw,pre-aspirated voiced labio-velar approximant consonant,ʰw
BIPA_s_u0285,ʅ,unrounded close with-friction central vowel,ʅ
BIPA_y_u0079u02D0,yː,long rounded close front vowel,yː
BIPA_nj_u0272u025F,ɲɟ,pre-nasalized voiced palatal stop consonant,ⁿɟ
BIPA_ng_u014Bu0325u01C1u0353u02C0,ŋ̥ǁ͓ˀ,with-friction pre-nasalized glottalized voiceless lateral click consonant,ⁿǁˀ͓
BIPA_gh_u0261u01C3u02B1,ɡǃʱ,breathy voiced alveolar click consonant,gǃʱ
BIPA_o_u00F8u0320u031E,ø̠̞,retracted rounded mid front vowel,ø̞̠
BIPA_kpj_u006Bu0070u02B2,kpʲ,palatalized voiceless velar-and-bilabial stop consonant,kpʲ
BIPA_o_u0254u0303,ɔ̃,nasalized rounded open-mid back vowel,ɔ̃
BIPA_i_u0069u0324u02D1,i̤ˑ,mid-long breathy unrounded close front vowel,i̤ˑ
BIPA_tc_u0074u0255,tɕ,voiceless alveolo-palatal sibilant affricate consonant,tɕ
BIPA_ndz_u207Fu0256u0290,ⁿɖʐ,pre-nasalized voiced retroflex sibilant affricate consonant,ⁿɖʐ
BIPA_oa_u00F5u00E3,õã,from nasalized rounded close-mid back to nasalized unrounded open front diphthong,õã
BIPA_ea_u0065u032Fu00E4,e̯ä,from non-syllabic unrounded close-mid front to centralized unrounded open front diphthong,e̯ä
BIPA_wh_u0077u02B0,wʰ,aspirated voiced labio-velar approximant consonant,wʰ
BIPA_kh_u006Bu01C2u0068,kǂh,from voiceless palatal click to voiceless glottal fricative cluster,ǂh
BIPA_o_u00F5u031Eu0330,õ̞̰,nasalized creaky rounded mid back vowel,õ̞̰
BIPA_ue_u0075u0065,ue,from rounded close back to unrounded close-mid front diphthong,ue
BIPA_ui_u0075u02D0u012D,uːĭ,from long rounded close back to ultra-short unrounded close front diphthong,uːĭ
BIPA_f_u0066u02D0,fː,long voiceless labio-dental fricative consonant,fː
BIPA_u_u00FC,ü,centralized rounded close back vowel,ü
BIPA_lz_u026Eu032A,ɮ̪,voiced dental lateral fricative consonant,ɮ̪
UNK_s_u0283u0347,ʃ͇,,
BIPA_kh_u006Bu02B0u02D0,kʰː,aspirated long voiceless velar stop consonant,kʰː
BIPA_hwt_u02B0u02B7u0288,ʰʷʈ,pre-labialized voiceless retroflex stop consonant,ʷʈ
BIPA_tsj_u0074u0320u0283u02B2,t̠ʃʲ,palatalized voiceless post-alveolar sibilant affricate consonant,tʃʲ
BIPA_ae_u00E6u0324,æ̤,breathy unrounded near-open front vowel,æ̤
BIPA_kh_u03C7u02D0,χː,long voiceless uvular fricative consonant,χː
BIPA_u_u028Au0306,ʊ̆,ultra-short rounded near-close near-back vowel,ʊ̆
UNK_ll_u026Cu029Fu0325u0353,ɬʟ̥͓,,
BIPA_c_u00E7,ç,voiceless palatal sibilant fricative consonant,ç
BIPA_eo_u0065u0254,eɔ,from unrounded close-mid front to rounded open-mid back diphthong,eɔ
BIPA_kx_u006Bu01C0u0078,kǀx,from voiceless dental click to voiceless velar fricative cluster,ǀx
BIPA_aeu_u00E6u0289,æʉ,from unrounded near-open front to rounded close central diphthong,æʉ
BIPA_m_u006Du003A,m:,long voiced bilabial nasal consonant,mː
BIPA_q_u0071u0298,qʘ,voiceless labial click consonant,ʘ
BIPA_qkhw_u0071u03C7u02B7u02E4u02BC,qχʷˤʼ,labialized pharyngealized voiceless uvular ejective affricate consonant,qχ’ʷˤ
BIPA_gx_u0261u01C0u0078,ɡǀx,from voiced dental click to voiceless velar fricative cluster,gǀx
BIPA_dz_u0256u0290,ɖʐ,voiced retroflex sibilant affricate consonant,ɖʐ
BIPA_khw_u03C7u02B7u02E4,χʷˤ,labialized pharyngealized voiceless uvular fricative consonant,χʷˤ
BIPA_oi_u006Fu026A,oɪ,from rounded close-mid back to unrounded near-close near-front diphthong,oɪ
BIPA_n_u006Eu032Au0329,n̪̩,syllabic voiced dental nasal consonant,n̪̩
UNK_ng_u02BCu014B,ʼŋ,,
BIPA_m_u0271,ɱ,voiced labio-dental nasal consonant,ɱ
BIPA_sj_u0283u02B2,ʃʲ,palatalized voiceless post-alveolar sibilant fricative consonant,ʃʲ
BIPA_dz_u0064u0320u0324u0292u0324,d̠̤ʒ̤,breathy voiced post-alveolar sibilant affricate consonant,dʒʱ
BIPA_r_u0279u033A,ɹ̺,voiced apical alveolar approximant consonant,ɹ̺
BIPA_p_u0070u02E4,pˤ,pharyngealized voiceless bilabial stop consonant,pˤ
BIPA_d_u0064u032Au0325,d̪̥,devoiced voiced dental stop consonant,d̪̥
BIPA_s_u0073u032Au02C0,s̪ˀ,glottalized voiceless dental sibilant fricative consonant,s̪ˀ
BIPA_au_u0250u0075,ɐu,from unrounded near-open central to rounded close back diphthong,ɐu
BIPA_jh_u025Fu02B1,ɟʱ,breathy voiced palatal stop consonant,ɟʱ
BIPA_z_u007Au02E4u02D0,zˤː,pharyngealized long voiced alveolar sibilant fricative consonant,zˤː
BIPA_a_u0251u0319,ɑ̙,retracted-tongue-root unrounded open back vowel,ɑ̙
BIPA_ee_u0065u0258,eɘ,from unrounded close-mid front to unrounded close-mid central diphthong,eɘ
BIPA_dzh_u0064u007Au02B0,dzʰ,aspirated voiced alveolar sibilant affricate consonant,dzʰ
BIPA_s_u0283u02C0,ʃˀ,glottalized voiceless post-alveolar sibilant fricative consonant,ʃˀ
BIPA_io_u0069u032Fu0254,i̯ɔ,from non-syllabic unrounded close front to rounded open-mid back diphthong,i̯ɔ
BIPA_m_u006Du0325u02D0,m̥ː,long devoiced voiced bilabial nasal consonant,m̥ː
BIPA_e_u0258u031F,ɘ̟,advanced unrounded close-mid central vowel,ɘ̟
BIPA_r_u0279u031D,ɹ̝,raised voiced alveolar approximant consonant,ɹ̝
BIPA_d_u0064u02BC,dʼ,voiced alveolar ejective stop consonant,d’
BIPA_xw_u0078u02B7,xʷ,labialized voiceless velar fricative consonant,xʷ
BIPA_b_u0062u0324u02D0,b̤ː,long breathy voiced bilabial stop consonant,bʱː
BIPA_i_u0069u0318,i̘,advanced-tongue-root unrounded close front vowel,i̘
BIPA_ie_u0069u025Bu02D0,iɛː,from unrounded close front to long unrounded open-mid front diphthong,iɛː
BIPA_u_u0075u02D0u0259,uːə,from long rounded close back to unrounded mid central diphthong,uːə
BIPA_d_u0064u032A,d̪,voiced dental stop consonant,d̪
BIPA_kkx_u006Bu01C1u006Bu0078u02BC,kǁkxʼ,from voiceless lateral click to voiceless velar ejective affricate cluster,ǁkx’
BIPA_t_u0288u033A,ʈ̺,voiceless apical retroflex stop consonant,ʈ̺
BIPA_aeu_u00E6u02D0u028A,æːʊ,from long unrounded near-open front to rounded near-close near-back diphthong,æːʊ
UNK_tsw_u0074u015Du02B7,tŝʷ,,
BIPA_s_u0073u0349,s͉,unreleased voiceless alveolar sibilant fricative consonant,s̚
BIPA_n_u0272u1DA3,ɲᶣ,labio-palatalized voiced palatal nasal consonant,ɲᶣ
BIPA_dzw_u0064u033Au0292u033Au02B7,d̺ʒ̺ʷ,labialized voiced apical post-alveolar sibilant affricate consonant,dʒ̺ʷ
BIPA_gj_u0261u02B2,ɡʲ,palatalized voiced velar stop consonant,gʲ
BIPA_ia_u0069u032Fu00E3u02D0,i̯ãː,from non-syllabic unrounded close front to long nasalized unrounded open front diphthong,i̯ãː
BIPA_s_u02C0u0073,ˀs,pre-glottalized voiceless alveolar sibilant fricative consonant,ˀs
BIPA_l_u026Cu032Au02BC,ɬ̪ʼ,voiceless dental ejective lateral fricative consonant,ɬ̪ʼ
BIPA_kh_u006Bu01C3u0068,kǃh,from voiceless alveolar click to voiceless glottal fricative cluster,ǃh
BIPA_p_u02C0u0070,ˀp,pre-glottalized voiceless bilabial stop consonant,ˀp
BIPA_wa_u026Fu0324u0061,ɯ̤a,from breathy unrounded close back to unrounded open front diphthong,ɯ̤a
BIPA_ai_u0251u026A,ɑɪ,from unrounded open back to unrounded near-close near-front diphthong,ɑɪ
BIPA_ts_u0074u033Au0073u033Au02D0,t̺s̺ː,long voiceless apical alveolar sibilant affricate consonant,ts̺ː
BIPA_e_u0065u0320,e̠,retracted unrounded close-mid front vowel,e̠
BIPA_n_u006Eu0320u0324,n̠̤,retracted breathy voiced alveolar nasal consonant,n̠ʱ
BIPA_ue_u0075u02D0u0065,uːe,from long rounded close back to unrounded close-mid front diphthong,uːe
BIPA_a_u0061u0320,a̠,retracted unrounded open front vowel,a̠
BIPA_xr_u0078u0280u0325,xʀ̥,voiceless velar-and-uvular fricative consonant,xʀ̥
UNK_jua_u006Au0075u0061u02D0,juaː,,
BIPA_e_u025Bu0330,ɛ̰,creaky unrounded open-mid front vowel,ɛ̰
BIPA_u_u0264u031Eu031Fu0303,ɤ̞̟̃,advanced nasalized unrounded mid back vowel,ɤ̞̟̃
BIPA_n_u006Eu02E4,nˤ,pharyngealized voiced alveolar nasal consonant,nˤ
BIPA_r_u0279u0330u02E4,ɹ̰ˤ,pharyngealized creaky voiced alveolar approximant consonant,ɹ̰ˤ
BIPA_pwgh_u0070u02B7u02E0u02B0,pʷˠʰ,labialized velarized aspirated voiceless bilabial stop consonant,pʷˠʰ
BIPA_h_u0267,ɧ,voiceless palatal-velar fricative consonant,ɧ
BIPA_tw_u0288u02B7,ʈʷ,labialized voiceless retroflex stop consonant,ʈʷ
BIPA_lh_u006Cu02B0,lʰ,aspirated voiced alveolar lateral approximant consonant,lʰ
BIPA_fh_u0066u02B0,fʰ,aspirated voiceless labio-dental fricative consonant,fʰ
BIPA_m_u006Du0325,m̥,devoiced voiced bilabial nasal consonant,m̥
BIPA_ts_u0074u032Au0073u032Au02D0,t̪s̪ː,long voiceless dental sibilant affricate consonant,ts̪ː
BIPA_dz_u0064u0290,dʐ,voiced retroflex sibilant affricate consonant,ɖʐ
BIPA_a_u0250u031F,ɐ̟,advanced unrounded near-open central vowel,ɐ̟
BIPA_ai_u0251u0069,ɑi,from unrounded open back to unrounded close front diphthong,ɑi
BIPA_u_u0264u0324,ɤ̤,breathy unrounded close-mid back vowel,ɤ̤
BIPA_oi_u00F5u026Au032Fu0303,õɪ̯̃,from nasalized rounded close-mid back to non-syllabic nasalized unrounded near-close near-front diphthong,õɪ̯̃
BIPA_i_u0268u0318,ɨ̘,advanced-tongue-root unrounded close central vowel,ɨ̘
BIPA_ndw_u006Eu032Au0064u032Au02B7,n̪d̪ʷ,from voiced dental nasal to labialized voiced dental stop cluster,n̪d̪ʷ
BIPA_kwr_u006Bu02B7u027E,kʷɾ,labialized with-trilled-release voiceless velar stop consonant,kʳʷ
BIPA__u025A,ɚ,rhotacized unrounded mid central vowel,ə˞
BIPA_yo_u0079u032Fu00F8,y̯ø,from non-syllabic rounded close front to rounded close-mid front diphthong,y̯ø
BIPA_ts_u0074u032Au0073u032A,t̪s̪,voiceless dental sibilant affricate consonant,ts̪
BIPA_eu_u025Bu0289,ɛʉ,from unrounded open-mid front to rounded close central diphthong,ɛʉ
BIPA_gx_u0261u01C3u0078,ɡǃx,from voiced alveolar click to voiceless velar fricative cluster,gǃx
BIPA_tsw_u0074u033Au0283u033Au02B7,t̺ʃ̺ʷ,labialized voiceless apical post-alveolar sibilant affricate consonant,tʃ̺ʷ
BIPA_q_u0071u01C3,qǃ,voiceless alveolar click consonant,ǃ
BIPA_a_u00E4u02D0,äː,long centralized unrounded open front vowel,äː
BIPA_oei_u0153u0069,œi,from rounded open-mid front to unrounded close front diphthong,œi
BIPA_twh_u0074u032Au02B7u02B0,t̪ʷʰ,labialized aspirated voiceless dental stop consonant,t̪ʷʰ
BIPA_e_u0258u0306,ɘ̆,ultra-short unrounded close-mid central vowel,ɘ̆
BIPA_ai_u0061u02D0u0069,aːi,from long unrounded open front to unrounded close front diphthong,aːi
BIPA_ng_u014Bu0324,ŋ̤,breathy voiced velar nasal consonant,ŋʱ
BIPA_ngh_u014Bu0325u01C1u0353u02B0,ŋ̥ǁ͓ʰ,with-friction pre-nasalized aspirated voiceless lateral click consonant,ⁿǁʰ͓
UNK__u2193,↓,,
BIPA_ui_u0075u032Fu0069,u̯i,from non-syllabic rounded close back to unrounded close front diphthong,u̯i
BIPA_rh_u0072u02B0,rʰ,aspirated voiced alveolar trill consonant,rʰ
BIPA_r_u0259u02DE,ə˞,rhotacized unrounded mid central vowel,ə˞
BIPA_a_u0251u0303u02D0,ɑ̃ː,long nasalized unrounded open back vowel,ɑ̃ː
BIPA_dz_u0064u007A,dz,voiced alveolar sibilant affricate consonant,dz
BIPA_au_u0250u0289,ɐʉ,from unrounded near-open central to rounded close central diphthong,ɐʉ
BIPA_dj_u0064u032Au02B2,d̪ʲ,palatalized voiced dental stop consonant,d̪ʲ
BIPA_u_u0075u02D0,uː,long rounded close back vowel,uː
BIPA_mv_u006Du0076,mv,pre-nasalized voiced labio-dental fricative consonant,ⁿv
BIPA_ph_u0070u02B0,pʰ,aspirated voiceless bilabial stop consonant,pʰ
BIPA_au_u0061u028A,aʊ,from unrounded open front to rounded near-close near-back diphthong,aʊ
BIPA_g_u0263u02C0,ɣˀ,glottalized voiced velar fricative consonant,ɣˀ
BIPA_pswh_u0070u0073u02B7u02B0,psʷʰ,labialized aspirated with-sibilant-release voiceless bilabial stop consonant,pˢʷʰ
BIPA_dzw_u0256u0290u02B7,ɖʐʷ,labialized voiced retroflex sibilant affricate consonant,ɖʐʷ
BIPA_pj_u0070u02BCu02B2,pʼʲ,palatalized voiceless bilabial ejective stop consonant,p’ʲ
BIPA_b_u02C0u0062,ˀb,pre-glottalized voiced bilabial stop consonant,ˀb
BIPA_r_u027Fu0339,ɿ̹,more-rounded unrounded close with-friction back vowel,ɿ̹
BIPA_ng_u014Bu01C1u0353,ŋǁ͓,with-friction voiced lateral nasal-click consonant,ŋǁ͓
BIPA_aei_u00E6u026Au032F,æɪ̯,from unrounded near-open front to non-syllabic unrounded near-close near-front diphthong,æɪ̯
BIPA_n_u006Eu033B,n̻,voiced laminal alveolar nasal consonant,n̻
BIPA_pf_u0070u0278,pɸ,voiceless bilabial affricate consonant,pɸ
BIPA_u_u028Au0303u02D0,ʊ̃ː,long nasalized rounded near-close near-back vowel,ʊ̃ː
BIPA_oi_u006Fu0069u032F,oi̯,from rounded close-mid back to non-syllabic unrounded close front diphthong,oi̯
BIPA_hj_u02B1u006A,ʱj,pre-breathy-aspirated voiced palatal approximant consonant,ʱj
UNK_n_u02BCu0272,ʼɲ,,
BIPA_ntch_u0272u031Fu0074u0255u02B0,ɲ̟tɕʰ,pre-nasalized aspirated voiceless alveolo-palatal sibilant affricate consonant,ⁿtɕʰ
UNK_dlz_u0064u032Au026Eu032A,d̪ɮ̪,,
BIPA_kh_u006Bu01C1u0068,kǁh,from voiceless lateral click to voiceless glottal fricative cluster,ǁh
BIPA_b_u0062,b,voiced bilabial stop consonant,b
BIPA_ts_u0074u0073u02D0u02BC,tsːʼ,long voiceless alveolar ejective sibilant affricate consonant,ts’ː
BIPA_mb_u006Du0062u02D0,mbː,pre-nasalized long voiced bilabial stop consonant,ⁿbː
BIPA_l_u026Cu02D0,ɬː,long voiceless alveolar lateral fricative consonant,ɬː
UNK_ky_u006Bu0079,ky,,
BIPA_ie_u0069u0065,ie,from unrounded close front to unrounded close-mid front diphthong,ie
BIPA_e_u025Bu0324u02D1,ɛ̤ˑ,mid-long breathy unrounded open-mid front vowel,ɛ̤ˑ
BIPA_ye_u0079u0065,ye,from rounded close front to unrounded close-mid front diphthong,ye
BIPA__u0259u0324,ə̤,breathy unrounded mid central vowel,ə̤
BIPA_hwsh_u02B0u02B7u0073u02B0,ʰʷsʰ,pre-labialized aspirated voiceless alveolar sibilant fricative consonant,ʷsʰ
BIPA_ia_u026Au032Fu00E4,ɪ̯ä,from non-syllabic unrounded near-close near-front to centralized unrounded open front diphthong,ɪ̯ä
BIPA_s_u0073,s,voiceless alveolar sibilant fricative consonant,s
BIPA_bzw_u0062u007Au02B7,bzʷ,labialized with-sibilant-release voiced bilabial stop consonant,bˢʷ
BIPA_o_u0275u0324u02D0,ɵ̤ː,long breathy rounded close-mid central vowel,ɵ̤ː
UNK_kf_u006Bu0066,kf,,
BIPA_gh_u0262u02B1,ɢʱ,breathy voiced uvular stop consonant,ɢʱ
BIPA_wj_u028Du02B2,ʍʲ,palatalized voiceless labio-velar approximant consonant,ʍʲ
BIPA_gw_u02C0u0261u02B7,ˀɡʷ,pre-glottalized labialized voiced velar stop consonant,ˀgʷ
BIPA_e_u025Eu031C,ɞ̜,less-rounded rounded open-mid central vowel,ɞ̜
BIPA_sw_u0283u02B7u02D0,ʃʷː,labialized long voiceless post-alveolar sibilant fricative consonant,ʃʷː
BIPA_k_u006B,k,voiceless velar stop consonant,k
BIPA_u_u0075u032F,u̯,non-syllabic rounded close back vowel,u̯
BIPA_o_u00F5u0330,õ̰,nasalized creaky rounded close-mid back vowel,õ̰
BIPA_ii_u0268u0303u0129,ɨ̃ĩ,from nasalized unrounded close central to nasalized unrounded close front diphthong,ɨ̃ĩ
BIPA_dr_u0256u027D,ɖɽ,with-trilled-release voiced retroflex stop consonant,ɖʳ
BIPA_ai_u0252u02D0u0069u032F,ɒːi̯,from long rounded open back to non-syllabic unrounded close front diphthong,ɒːi̯
BIPA_o_u006Fu0319,o̙,retracted-tongue-root rounded close-mid back vowel,o̙
BIPA_u_u00FCu02D0,üː,long centralized rounded close back vowel,uː̈
BIPA_jw_u006Au02B7,jʷ,labialized voiced palatal approximant consonant,jʷ
BIPA_bj_u0062u02B2u02D0,bʲː,palatalized long voiced bilabial stop consonant,bʲː
BIPA_kw_u006Bu02B7u003A,kʷ:,labialized long voiceless velar stop consonant,kʷː
BIPA_bj_u03B2u031Eu02B2,β̞ʲ,palatalized voiced bilabial approximant consonant,β̞ʲ
BIPA_nj_u006Eu02B2,nʲ,palatalized voiced alveolar nasal consonant,nʲ
BIPA_d_u1D05u032A,ᴅ̪,voiced dental tap consonant,ɾ̪
BIPA_k_u006Bu0349,k͉,unreleased voiceless velar stop consonant,k̚
BIPA_l_u006Cu031F,l̟,advanced voiced alveolar lateral approximant consonant,l̟
BIPA_u_u028Au003A,ʊ:,long rounded near-close near-back vowel,ʊː
BIPA_a_u0251u0324,ɑ̤,breathy unrounded open back vowel,ɑ̤
UNK_wo_u0077u00F5u02D0,wõː,,
BIPA_u_u028A,ʊ,rounded near-close near-back vowel,ʊ
BIPA_dz_u0064u0324u0292u0324u02D0,d̤ʒ̤ː,long breathy voiced post-alveolar sibilant affricate consonant,dʒʱː
BIPA_ng_u014Bu0324u01C0u0353,ŋ̤ǀ͓,with-friction pre-nasalized voiceless dental click consonant,ⁿǀ͓
BIPA_thw_u0074u02B0u02B7,tʰʷ,labialized aspirated voiceless alveolar stop consonant,tʷʰ
BIPA_tshw_u0074u0073u02B0u02B7,tsʰʷ,labialized aspirated voiceless alveolar sibilant affricate consonant,tsʷʰ
BIPA_eo_u025Bu006Fu031E,ɛo̞,from unrounded open-mid front to rounded mid back diphthong,ɛo̞
BIPA_gx_u0261u01C0u0078u02BC,ɡǀxʼ,from voiced dental click to voiceless velar ejective fricative cluster,gǀxʼ
